[3],Xsc
ach,Cc
bha,V-s
e,Pp3sm
neònach,Ap

nach,Qn
do,Q--s
test,Xfe
iad,Pp3p
na,Tdp
leis,Sp
a',Tds
vet,Xfe
-,Fb

cha,Qn
robh,V-s--d
duine,Ncsmn
airson,Nf
an,Dp3p
ceannach,Nv

nan,Q-s
robh,V-h--d
na,Tdpm
laoigh,Ncpmn
annta,Pr3p

[1],Xsc
cha,Qn
robh,V-s--d
còir,Ncsfn
aca,Pr3p
an,Qq
robh,V-s--d
idir,Rg
na,Tdpm
tairbh,Ncpmn
a,Ug
leigeil,Nv
cuide,Sp
riutha,Pr3p
co-dhiubh,Rg

bha,V-s
a',Tdsf
chuid,Ncsfn
a,Q-r
b',Ws
fhearr,Apc
an,Tdsm
dà,Mc
tharbh,Ncsmn
air,Sa
an,Dp3p
cumail,Nv
ann an,Sp
geata,Ncsmd

cupa,Ncsmn
math,Aq-smn
tea,Xfe
eh,I
?,Fg

[2],Xsc
àidh,I
",",Fi
bha,V-s
mi,Pp1s
',Sa
fàs,Nv
gu,Ua
math,Rg
cadalach,App
a's,Sp
a',Tdsm
chàr,Ncsmd

[1],Xsc
tha,V-p
an,Tdsm
t-,Uo
astar,Ncsmn
gu,Ua
math,Rg
fada,Ap
suas,Rs
a-siud,Rs

bocadaich,Nv
suas,Rs
's,Cc
sìos,Rs

[3],Xsc
rinn,V-s
mi,Pp1s
fhèin,Px
cadal,Ncsmn
math,Aq-smn
air,Sp
an,Tdsm
rathad,Ncsmd
dhachaidh,Rs
co-dhiubh,Rg
-,Fb

dhùin,V-s
mi,Pp1s
mo,Dp1s
shùilean,Ncpfn
san,Spa-s
deireadh,Ncsmd

[1],Xsc
cha,Qn
mheantraiginn-sa,V-h1sde
mo,Dp1s
shùilean,Ncpfn
a,Ug
dhùnadh,Nv
idir,Rg

[2],Xsc
a,Qq
bheil,V-p--d
sibh,Pp2p
ag,Sa
iarraidh,Nv
bioscuit,Ncsmg
?,Fg

[1],Xsc
chan,Qn
eil,V-p--d

[3],Xsc
ciamar,Uq
a,Q-r
chaidh,V-s
do,Sp
dh',Uo
[Name],Nn
air,Sp
a,Dp3sm
chuairt,Ncsfd
san,Spa-s
Eilean,Ncsmd
?,Fg

[4],Xsc
ò,I
math,Ap
gu,Ua
leòr,Rg

dh',Uo
fhuirich,V-s
e,Pp3sm
ann am,Sp
B&B,Y

[3],Xsc
càite,Uq
?,Fg

[4],Xsc
[Placename],Nt
I,Xfe
suppose,Xfe

[2],Xsc
cò mheud,Uq
a,Q-r
bh',V-s
ann,Pr3sm
-,Fb
[Name],Nn
agus,Cc

[4],Xsc
[Name],Nn
agus,Cc
[Name],Nn

[2],Xsc
ceathrar,Ncsmn
–,Fb
triùir,Ncsfn

[3],Xsc
cò,Uq
th',V-p
ann an,Sp
[Name],Nn
?,Fg

[4],Xsc
chan,Qn
eil,V-p--d
fhios,Ncsmn
a'm,Pr1s

[1],Xsc
cò,Uq
bh',V-s
ann an,Sp
[Name],Nn

an,Wpdqa
e,Pp3sm
gill',Ncsmn
Èireannach,Aq-smn

a,Q-r
bha,V-s
ann,Pr3sm
?,Fg

[4],Xsc
Mc,Up
[Name],Nn

a,Q-r
th',V-p
ann,Pr3sm

[1],Xsc
bha,V-s
e,Pp3sm
seo,Rs
reimhe,Rt
nach,Qn
robh,V-s--d
uaireigin,Rt
?,Fg

[4],Xsc
uh,I
huh,I
uh,I
huh,I

[4],Xsc
rinn,V-s
mi,Pp1s
cupa,Ncsmn
eile,Aq-smn
ann a shin,Rs

[3],Xsc
dè,Uq
thuirt,V-s
thu,Pp2s
?,Fg

[4],Xsc
rinn,V-s
mi,Pp1s
cupa,Ncsmn
eile,Aq-smn
ann a shin,Rs

[3],Xsc
'g,Sa
iarraidh,Nv
feadhainn,Ncsfg
dhiubh,Pr3p
siud,Dd
?,Fg

[1],Xsc
feuch,Vm-2s
dhomh,Pr1s
aonan,Ncsmn

cò mheud,Uq
tunna,Ncsmn
feòir,Ncsmg

a,Q-r
bh',V-s
ann,Pr3sm
?,Fg

[3],Xsc
chan,Qn
eil,V-p--d
fhios,Ncsmn
a'm,Pr1s

bidh,V-f
tha,V-p
mi,Pp1s
creidsinn,Nv

[1],Xsc
ceithir,Mc
deug,Mc
ann,Pr3sm
am,Qq
bi,V-f--d
?,Fg

[3],Xsc
sia,Mc
deug,Mc
no,Cc
seachd,Mc
deug,Mc
tha,V-p
mi,Pp1s
a',Sa
creidsinn,Nv

[1],Xsc
bidh,V-f
na,Tdpf
làmhan,Ncpfn
aig,Sp
cuideigin,Ncsfd
gu,Ua
math,Rg
goirt,Aq

mus,Cs
bi,V-f--d
sinn,Pp1p
deiseil,Ap

a,Qq
bheil,V-p--d
thusa,Pp2s--e
dol,Nv
a,Ug
dhèanamh,Nv
haymakers,Xfe
a,Uv
[Name],Nn
?,Fg

[4],Xsc
ò,I
chan,Qn
eil,V-p--d

[1],Xsc
bha,V-s
mise,Pp1s--e
a',Sa
faighinn,Nv
putag,Ncsfg
a h-uile,Dq
triop,Ncsmn

a,Q-r
bha,V-s
thu,Pp2s
a',Sa
ceannach,Nv
beathach,Ncsmg
air,Sp
an,Tds
t-,Uo
sale,Xfe
DR,Y

[3],Xsc
dè,Uq
tha,V-p
an,Tdsm
duine,Ncsmn
ud,Dd
a',Sa
ciallachadh,Nv
?,Fg
!,Fu

[1],Xsc
an,Qq
d',Q--s
fhuair,V-s
thu,Pp2s
test,Xfe
air,Sp
a',Tds
van,Xfe
dearg,Aq-s

an,Qq
do,Q--s
chuir,V-s
thu,Pp2s
suas,Rs
fhathast,Rt
e,Pp3sm
?,Fg

[3],Xsc
an,Tds
seal,Xfe

a,Q-r
fhuair,V-s
sinn,Pp1p
air,Sp
a,Dp3sf
son,Nf

's,Wp-i-3
e,Tdsm
an,Ncsmn
taobh,Aq-smn

a,Q-r
bh',V-s
ann,Pr3sm

[1],Xsc
a,Uv
shìorraidh,I

[3],Xsc
tha,V-p
e,Pp3sm
thall,Rs
aig,Sp
[Name],Nn
Beag,Aq-smd

tha,V-p
e,Pp3sm
dol,Nv
dhan,Spa-s

[1],Xsc
cò,Uq
aig,Pr3sm
a,Q-r
fhuair,V-s
thu,Pp2s
sin,Pd
?,Fg

[3],Xsc
M's,Y

chan,Qn
eil,V-p--d
cuimhne,Ncsfn
a'm,Pr1s

bha,V-s
còir,Ncsfn
a'm,Pr1s
a,Ug
bhith,Nv
air,Sa
brakes,Xfe
òrdachadh,Nv
cuideachd,Rg

ach,Cc
dhìochuimhnich,V-s
mi,Pp1s

[2],Xsc
tha,V-p
coltas,Ncsmn

bha,V-s
duine,Ncsmn
ann a shiud,Rs
às,Sp
na,Tdpm
h-,Uo
eileanan,Ncpmd
às,Sp
a h-uile,Dq
h-,Uo
eilean,Ncsmd
à,Sp
Leòdhas,Nt
agus,Cc
à,Sp
tìr-mòr,Ncsmd

[1],Xsc
am,Qq
faca,V-s--d
tu,Pp2s
an,Tdsm
Leòdhasach,Ncsmn
ud,Dd
roimhe,Rt
a-bhos,Rs
M,Y
?,Fg

[3],Xsc
chan,Qn
fhaca,V-s--d
mi,Pp1s
idir,Rg
an-diugh,Rt
e,Pp3sm

dè,Uq
'n,Tdsm
duine,Ncsmn

a,Q-r
bh',V-s
ann,Pr3sm
?,Fg

[1],Xsc
duine,Ncsmn
dorcha,Aq-smn

[3],Xsc
ò,I

[1],Xsc
dìreach,Rg
an,Tdsf
aghaidh,Ncsfn
aige,Pr3sm
gu,Ua
math,Rg
[?],Xx

[3],Xsc
cha,Qn
chreid,V-f--d
mi,Pp1s

gum,Qa
faca,V-s--d
mi,Pp1s
idir,Rg
e,Pp3sm

[1],Xsc
bhiodh,V-h
e,Pp3sm
toilichte,Ap
faighinn,Nv
beothaichean,Ncpmg
saor,Aq-pmg

[3],Xsc
mm,I
?,Fg

[1],Xsc
bhiodh,V-h
e,Pp3sm
toilichte,Ap
faighinn,Nv
beothaichean,Ncpmg
saor,Aq-pmg

[3],Xsc
tha,V-p
mi,Pp1s
creidsinn,Nv

gu,Qa
robh,V-s--d
iad,Pp3p
ceart,Rg
cho,Rg
saor,Ap
shuas,Rs
aige,Pr3sm
fhèin,Px

[1],Xsc
dè,Uq
?,Fg

's,Wp-i
dòcha,Uf

gu,Qa
robh,V-s--d

an,Qq
do,Q--s
dh',Uo
fhàg,V-s
thu,Pp2s
an,Tdsm
còrr,Ncsmn
tea,Ncsfg
a,Uv
[Name],Nn
?,Fg

[4],Xsc
tha,V-p
cupa,Ncsmn
eile,Aq-smn
ann a shin,Rs

[1],Xsc
eh,I
?,Fg

[4],Xsc
cupa,Ncsmn
extra,Xfe

[1],Xsc
ò,I
ma-thà,I
òlaidh,V-f
mise,Pp1s--e
an,Tdsm
cupa,Ncsmn
extra,Xfe

[1],Xsc
nì,V-f
e,Pp3sm
test,Xfe
eile,Aq-s
math,Rg
gu,Ua
leòr,Rg

[3],Xsc
tha,V-p
[Name],Nn
a',Sa
ràdh,Nv

g',Qa
eil,V-p--d
i,Pp3sf
coimhead,Nv
glè,Rg
mhath,Rg
co-dhiubh,Rg

[1],Xsc
tha,V-p
e,Pp3sm
coimhead,Nv
glè,Rg
mhath,Rg

bhiodh,V-h
i,Pp3sf
handy,Xfe
seach,Sp
an,Tdsm
càr,Ncsmn
co-dhiubh,Rg

[3],Xsc
ach,Cc
'se,Wp-i-3
an,Tdsm
càr,Ncsmn
as,Wpr
cofhurtail,Apc

[1],Xsc
'se,Wp-i-3

ach,Cc
a,Sp
thaobh,Ncsmd
beathach,Ncsmn
a,Ug
chur,Nv
ann,Pr3sm
no,Cc
an,Tdsf
leithid,Ncsfn
sin,Dd

[3],Xsc
tha,V-p
a,Dp3sm
leithid,Ncsfn
sineach,Dd
ach,Cc

ma,Cs
tha,V-p
trèilear,Ncsmn
beag,Aq-smn
agad,Pr2s
air,Sp
a',Tdsm
chàr,Ncsmd

chan,Qn
eil,V-p--d
thu,Pp2s
cho,Rg
dona,Ap
dheth,Pr3sm
nas,Uc
motha,Apc

tha,V-p
an,Tdsm
doras,Ncsmn
a',Sa
falbh,Nv
air,Sp
a',Tdsm
chàr,Ncsmd

feumaidh,V-f
e,Pp3sm
a,Ug
bhith,Nv
air,Sa
a,Dp3sm
weld-adh,Nv
air,Pr3sm

[4],Xsc
a,Qq
bheil,V-p--d
sibh,Pp2p
ag,Sa
iarraidh,Nv

[1],Xsc
feuch,Vm-2s
dha,Sp
d',Dp2s
athair,Ncsmd
tuilleadh,Ncsmn
tì,Ncsfg

[3],Xsc
no,Xfe
chan,Qn
eil,V-p--d
mi,Pp1s
ag,Sa
iarraidh,Nv
an,Tdsmg
còrr,Ncsmg

[4],Xsc
chan,Qn
eil,V-p--d

[1],Xsc
chan,Qn
eil,V-p--d
thu,Pp2s
ag,Sa
iarraidh,Nv
an,Tdsmg
còrr,Ncsmg

cuir,Vm-2s
ann,Pr3sm
e,Pp3sm
ma-thà,I
a,Uv
[Name],Nn

dè,Uq
mu,Sp
dheidhinn,Nf
[Name],Nn
?,Fg

[4],Xsc
fhuair,V-s
esan,Pp3sm-e

[3],Xsc
feumaidh,V-f
sinn,Pp1p
falbh,Nv
an ceart-uair,Rt
co-dhiubh,Rg

mus,Cs
caill,V-f--d
sinn,Pp1p
mus,Cs
caill,V-f--d
sinn,Pp1p
na,Tdpm
bargainean,Ncpmn
suas,Rs
a-sin,Rs

[1],Xsc
dè,Uq
tha,V-p
dùil,Ncsfn
agad,Pr2s
ri,Sa
a,Ug
cheannach,Nv

[3],Xsc
ò,I
mur,Cs
an,Qq
ceannaich,V-f--d
sinn,Pp1p

[1],Xsc
horse,Xfe
box,Xfe

[3],Xsc
turbo-mowers,Xfe

[1],Xsc
ò,I
na,Qnm
ceannaich,Vm-2s
sin,Pd
ge brith,Cs
dè,Uq

a,Q-r
nì,V-f
thu,Pp2s

[3],Xsc
ciamar,Uq
?,Fg

[1],Xsc
chaidh,V-s
e,Pp3sm
sin,Dd
a,Ug
mhilleadh,Nv
cho,Rg
luath,Rg

's,Cc
a,Q-r
thàinig,V-s
e,Pp3sm

[3],Xsc
an,Qq
deachaidh,V-s--d
?,Fg

[1],Xsc
[Name],Nn
[Name],Nn
a,Q-r
thug,V-s
an,Tdsm
dhi,Pr3sf

[3],Xsc
ò,I

sin,Pd
a,Q-r
bha,V-s
ri,Sa
ràdh,Nv
co-dhiubh,Rg

gun,Qa
do,Q--s
mhill,V-s
e,Pp3sm
i,Pp3sf
cho,Rg
luath,Rg

[3],Xsc
ged,Cs
nach,Qnr
milleadh,V-h--d

tha,V-p
mi,Pp1s
creidsinn,Nv
le,Sp
a,Ug
bhith,Nv
'na,Spp3sm
laighe,Nv
ann a shin,Rs

gum,Qa
bi,V-f--d
e,Pp3sm
falbh,Nv
às,Sp
a,Dp3sm
chèile,Px
co-dhiubh,Rg

[4],Xsc
shìorraidh,I

[1],Xsc
dè,Uq
am,Tdsm
fuaim,Ncsmn
a,Q-r
bha,V-s
siud,Pd
?,Fg

[2],Xsc
tunnag,Ncsfn

[1],Xsc
cuag,Xsp
cuag,Xsp

[3],Xsc
feadhainn,Ncsfn
dhe,Sp
na,Tdp
h-,Uo
horse-boxes,Xfe
mhòr,Aq-p
tha,V-p
siud,Pd

am,Tdsm
fear,Ncsmn
ùr,Aq-smn

tha,V-p
am,Tdsm
fear,Ncsmn
sin,Dd
ann,Pr3sm
's,Cc

ach,Cc
nuair,Cs
a,Q-r
bhiodh,V-h
am,Tdsm
fear,Ncsmn
sin,Dd
sìos,Rs
is,Cc
suas,Rs
a,Sp
[Placename],Nt

bhitheadh,V-h
tu,Pp2s
na b',Uc
fhearr,Apc
as,Sp
a,Dp3sm
aonais,Nf

nam,Q-s
faigheadh,V-h--d
tu,Pp2s
grant,Xfe
air,Sp
fear,Ncsmd
ùr,Aq-smd
dhiubh,Pr3p

bhiodh,V-h
tu,Pp2s
ceart,Rg
cho,Rg
math,Rg
dhe,Pr3sm

[1],Xsc
am,Qq
faca,V-s--d
tu,Pp2s
an,Tdsm
t-,Uo
airgead,Ncsmn

a,Q-r
fhuair,V-s
fear,Ncsmn
an,Tds-g
[Name],Nn
an-dràsta,Rt

tha,V-p
e,Pp3sm
air,Sa
ten,Xfe
thousand,Xfe
